학교명,학교급구분,설립일자,설립형태,본교분교구분,소재지도로명주소,시도교육청명,교육지원청명,위도,경도
지세포중학교,중학교,1960-05-09,공립,본교,경상남도 거제시 일운면 지세포3길 3,경상남도교육청,경상남도거제교육지원청,34.82784754,128.7031873
창천중학교,중학교,2009-04-01,공립,본교,서울특별시 마포구 백범로1길 56,서울특별시교육청,서울특별시서부교육지원청,37.55498958,126.9392951
월곡초등학교삼계분교장,초등학교,1935-09-16,공립,분교,경상북도 안동시 예안면 농암로 2384,경상북도교육청,경상북도안동교육지원청,36.7191532,128.9254678
창원경일여자고등학교,고등학교,2004-03-01,사립,본교,경상남도 창원시 성산구 두대로 163,경상남도교육청,경상남도창원교육지원청,35.22732278,128.662447
창원고등학교,고등학교,1978-11-08,사립,본교,경상남도 창원시 의창구 태복산로 45,경상남도교육청,경상남도창원교육지원청,35.25528577,128.6427051
명덕고등학교,고등학교,1966-03-30,사립,본교,경상남도 함안군 가야읍 고분길 107,경상남도교육청,경상남도함안교육지원청,35.27250669,128.4024888
감곡초등학교,초등학교,1956-11-01,공립,본교,충청남도 논산시 부적면 계백로 1676-26,충청남도교육청,충청남도논산계룡교육지원청,36.21028799,127.160577
인천재능고등학교,고등학교,1954-06-21,사립,본교,인천광역시 동구 재능로 178,인천광역시교육청,인천광역시남부교육지원청,37.47553313,126.6504734
관당초등학교,초등학교,1969-10-01,공립,본교,충청남도 보령시 웅천읍 무창포로 309,충청남도교육청,충청남도보령교육지원청,36.24624557,126.5579522
인천미래생활고등학교,고등학교,1996-03-01,공립,본교,인천광역시 부평구 수변로 165,인천광역시교육청,인천광역시북부교육지원청,37.50056712,126.7426846
경암중학교,중학교,1974-09-17,사립,본교,대구광역시 달서구 당산로30길 20,대구광역시교육청,대구광역시남부교육지원청,35.84837667,128.5486077
금성초등학교,초등학교,1955-11-25,공립,본교,경기도 김포시 하성면 하성로 795번길 26,경기도교육청,경기도김포교육지원청,37.74486002,126.6324555
동두천신천초등학교,초등학교,2003-03-01,공립,본교,경기도 동두천시 생연로9번길 20,경기도교육청,경기도동두천양주교육지원청,37.89425934,127.047758
함평고등학교,고등학교,1984-11-27,사립,본교,전라남도 함평군 함평읍 함영로 1584-28,전라남도교육청,전라남도함평교육지원청,35.10453207,126.4922955
서울길동초등학교,초등학교,1974-06-07,공립,본교,서울특별시 강동구 양재대로116길 69,서울특별시교육청,서울특별시강동송파교육지원청,37.5385062,127.1449729
김제고등학교,고등학교,1951-09-25,공립,본교,전라북도 김제시 남북2길 25,전라북도교육청,전라북도김제교육지원청,35.79107768,126.8970893
홍성공업고등학교,고등학교,1981-01-15,공립,본교,충청남도 홍성군 결성면 구성남로 55,충청남도교육청,충청남도홍성교육지원청,36.52923567,126.5478721
남원한빛중학교,중학교,1980-04-21,공립,본교,전라북도 남원시 용성로 299,전라북도교육청,전라북도남원교육지원청,35.42390146,127.402738
대전노은고등학교,고등학교,2003-03-01,공립,본교,대전광역시 유성구 노은동로 99,대전광역시교육청,대전광역시서부교육지원청,36.36939669,127.3232157
금오초등학교,초등학교,1944-05-20,공립,본교,충청남도 예산군 예산읍 역전로134번길 40,충청남도교육청,충청남도예산교육지원청,36.69039625,126.8335947
내동중학교,중학교,1985-12-18,공립,본교,경기도 부천시 삼작로108번길 53,경기도교육청,경기도부천교육지원청,37.51773405,126.7746305
하탑중학교,중학교,1994-05-06,공립,본교,경기도 성남시 분당구 벌말로 11,경기도교육청,경기도성남교육지원청,37.40946211,127.137175
양화중학교,중학교,1980-12-27,공립,본교,서울특별시 영등포구 당산로 56,서울특별시교육청,서울특별시남부교육지원청,37.5196596,126.8959945
군산나운초등학교,초등학교,1991-09-01,공립,본교,전라북도 군산시 신설로 50,전라북도교육청,전라북도군산교육지원청,35.97270666,126.6922692
아라초등학교,초등학교,1964-03-05,공립,본교,경상남도 함안군 가야읍 함안대로 491,경상남도교육청,경상남도함안교육지원청,35.27099829,128.4082427
광선초등학교,초등학교,1936-04-19,공립,본교,경기도 안성시 죽산면 개좌길 16,경기도교육청,경기도안성교육지원청,37.00816635,127.4331392
잠일고등학교,고등학교,2012-05-06,공립,본교,서울특별시 송파구 백제고분로 21,서울특별시교육청,서울특별시강동송파교육지원청,37.514521,127.0825552
명호중학교,중학교,2008-11-05,공립,본교,부산광역시 강서구 명지오션시티2로 100,부산광역시교육청,부산광역시북부교육지원청,35.08053123,128.898733
대의초등학교,초등학교,1931-09-19,공립,본교,경상남도 의령군 대의면 대의로 31-6,경상남도교육청,경상남도의령교육지원청,35.37061297,128.1092102
슬기초등학교,초등학교,2002-05-01,공립,본교,경기도 안산시 단원구 안산천남로 53,경기도교육청,경기도안산교육지원청,37.30554378,126.8258512
성남중학교,중학교,1995-03-01,공립,본교,경기도 성남시 중원구 원터로 64,경기도교육청,경기도성남교육지원청,37.43246198,127.1443208
염주초등학교,초등학교,1985-04-18,공립,본교,광주광역시 서구 염화로134번길 28,광주광역시교육청,광주광역시서부교육지원청,35.14107805,126.8787885
제주동초등학교,초등학교,1943-05-17,공립,본교,제주특별자치도 제주시 동문로 65,제주특별자치도교육청,제주특별자치도제주시교육지원청,33.51390064,126.5341722
부천중학교,중학교,1950-06-01,공립,본교,경기도 부천시 심중로75번길 64,경기도교육청,경기도부천교육지원청,37.49042809,126.7688648
대전원앙초등학교,초등학교,2005-03-01,공립,본교,대전광역시 서구 관저북로 97,대전광역시교육청,대전광역시서부교육지원청,36.31153929,127.3371345
경산초등학교,초등학교,1995-04-21,공립,본교,충청북도 청주시 흥덕구 경산로 82-12,충청북도교육청,충청북도청주교육지원청,36.62535256,127.4404514
대전용운중학교,중학교,1987-03-05,공립,본교,대전광역시 동구 용운로 208,대전광역시교육청,대전광역시동부교육지원청,36.32556291,127.4649845
관설초등학교,초등학교,1969-04-01,공립,본교,강원도 원주시 치악로 1355,강원도교육청,강원도원주교육지원청,37.30874675,127.9760113
진영대흥초등학교,초등학교,1946-05-30,공립,본교,경상남도 김해시 진영읍 진영로120번길 2-4,경상남도교육청,경상남도김해교육지원청,35.30400633,128.7253477
부천송일초등학교,초등학교,2005-05-06,공립,본교,경기도 부천시 경인로60번길 19,경기도교육청,경기도부천교육지원청,37.48301536,126.7624605
서울경수초등학교,초등학교,1982-04-29,공립,본교,서울특별시 성동구 뚝섬로13길 22,서울특별시교육청,서울특별시성동광진교육지원청,37.54043667,127.0580668
용지중학교,중학교,1971-01-16,공립,본교,전라북도 김제시 용지면 황토로 702,전라북도교육청,전라북도김제교육지원청,35.85077247,126.9605037
관촌중학교,중학교,1970-04-08,공립,본교,전라북도 임실군 관촌면 사선10길 23,전라북도교육청,전라북도임실교육지원청,35.67849508,127.2697068
대전복수고등학교,고등학교,2009-03-01,공립,본교,대전광역시 서구 혜천로 66,대전광역시교육청,대전광역시서부교육지원청,36.30377161,127.3735857
신정중학교,중학교,2009-03-01,공립,본교,부산광역시 기장군 정관읍 정관3로 44,부산광역시교육청,부산광역시해운대교육지원청,35.32908463,129.1689
서울안평초등학교,초등학교,1990-10-10,공립,본교,서울특별시 동대문구 장한로14길 61,서울특별시교육청,서울특별시동부교육지원청,37.56596821,127.0720334
창원남산고등학교,고등학교,1997-03-01,공립,본교,경상남도 창원시 성산구 가음로92번길 34,경상남도교육청,경상남도창원교육지원청,35.20347689,128.7002997
동해중학교,중학교,1967-11-27,사립,본교,부산광역시 동래구 시실로 19-39,부산광역시교육청,부산광역시동래교육지원청,35.21702368,129.0889348
각리중학교,중학교,2006-10-30,공립,본교,충청북도 청주시 청원구 오창읍 오창중앙로 48,충청북도교육청,충청북도청주교육지원청,36.70898232,127.4223164
김제중앙초등학교,초등학교,1911-06-24,공립,본교,전라북도 김제시 동서로 193,전라북도교육청,전라북도김제교육지원청,35.8009089,126.8887509
조도초등학교거차분교장,초등학교,1944-04-01,공립,분교,전라남도 진도군 조도면 서거차도1길 42,전라남도교육청,전라남도진도교육지원청,34.25282727,125.9180468
한내초등학교,초등학교,1968-10-10,공립,본교,충청남도 보령시 보령남로 39,충청남도교육청,충청남도보령교육지원청,36.34214728,126.6012397
유성초등학교,초등학교,1927-05-14,공립,본교,대전광역시 유성구 장대로71번길 12,대전광역시교육청,대전광역시서부교육지원청,36.36259129,127.3327354
동원중학교,중학교,1986-05-06,공립,본교,서울특별시 중랑구 양원역로 32,서울특별시교육청,서울특별시동부교육지원청,37.60380725,127.1094981
대전보운초등학교,초등학교,1969-12-15,공립,본교,대전광역시 중구 대종로315번길 42,대전광역시교육청,대전광역시동부교육지원청,36.31468892,127.4321174
영산초등학교,초등학교,1908-04-15,공립,본교,경상남도 창녕군 영산면 영산새싹길 25,경상남도교육청,경상남도창녕교육지원청,35.45838312,128.5292217
삼랑진고등학교,고등학교,1985-01-08,사립,본교,경상남도 밀양시 삼랑진읍 만어로 16,경상남도교육청,경상남도밀양교육지원청,35.40106868,128.8428599
김해대청고등학교,고등학교,2003-03-01,공립,본교,경상남도 김해시 번화1로 7,경상남도교육청,경상남도김해교육지원청,35.18792102,128.8005179
서울안암초등학교,초등학교,1960-06-07,공립,본교,서울특별시 성북구 고려대로7가길 39,서울특별시교육청,서울특별시성북강북교육지원청,37.5871587,127.0220989
춘천초등학교,초등학교,1906-09-01,공립,본교,강원도 춘천시 방송길7번길 14-5,강원도교육청,강원도춘천교육지원청,37.87411915,127.7219335
불광중학교,중학교,1974-09-20,공립,본교,서울특별시 은평구 불광로 180,서울특별시교육청,서울특별시서부교육지원청,37.62320355,126.9321291
연동중학교,중학교,1970-03-06,공립,본교,세종특별자치시 연동면 내판로 10-13,세종특별자치시교육청,세종특별자치시교육청,36.55410203,127.3302463
초림초등학교,초등학교,1992-05-01,공립,본교,경기도 성남시 분당구 수내로90번길 26,경기도교육청,경기도성남교육지원청,37.37682557,127.1175924
탄금초등학교,초등학교,1997-03-01,공립,본교,충청북도 충주시 우륵로 55,충청북도교육청,충청북도충주교육지원청,36.98408373,127.9177437
공주영명고등학교,고등학교,1906-10-15,사립,본교,충청남도 공주시 영명학당2길 33,충청남도교육청,충청남도공주교육지원청,36.4519602,127.1278725
대구율하초등학교,초등학교,1992-05-08,공립,본교,대구광역시 동구 율하동로15길 1,대구광역시교육청,대구광역시동부교육지원청,35.86781392,128.7015382
옥동초등학교,초등학교,1982-10-01,공립,본교,울산광역시 남구 문수로 401,울산광역시교육청,울산광역시강남교육지원청,35.53524504,129.2964217
수지초등학교,초등학교,1923-05-23,공립,본교,전라북도 남원시 수지면 내호곡3길 21,전라북도교육청,전라북도남원교육지원청,35.33700444,127.3735189
화양초등학교,초등학교,1922-11-10,공립,본교,충청남도 서천군 화양면 화산로 64,충청남도교육청,충청남도서천교육지원청,36.04326989,126.7762555
운송초등학교,초등학교,1979-05-07,공립,본교,부산광역시 해운대구 반송로 839,부산광역시교육청,부산광역시해운대교육지원청,35.2286372,129.1460873
영등포고등학교,고등학교,1959-04-07,공립,본교,서울특별시 동작구 등용로8길 5,서울특별시교육청,서울특별시동작관악교육지원청,37.5080846,126.9331435
여수북초등학교,초등학교,1956-04-06,공립,본교,전라남도 여수시 망양로 306,전라남도교육청,전라남도여수교육지원청,34.77786361,127.74298
태릉중학교,중학교,1976-03-18,공립,본교,서울특별시 중랑구 공릉로2길 60-25,서울특별시교육청,서울특별시동부교육지원청,37.61253191,127.0834355
전주서신중학교,중학교,1996-07-10,공립,본교,전라북도 전주시 완산구 안터2길 40,전라북도교육청,전라북도전주교육지원청,35.82877973,127.1167419
옥구초등학교,초등학교,1911-09-01,공립,본교,전라북도 군산시 옥구읍 옥구로 50,전라북도교육청,전라북도군산교육지원청,35.9224527,126.6801779
경수중학교,중학교,1981-05-04,공립,본교,서울특별시 성동구 뚝섬로13길 14,서울특별시교육청,서울특별시성동광진교육지원청,37.53950904,127.0592712
배곧해솔중학교,중학교,2019-09-01,공립,본교,경기도 시흥시 서울대학로 150-23,경기도교육청,경기도시흥교육지원청,37.35986042,126.7174306
서울은빛초등학교,초등학교,2011-05-09,공립,본교,서울특별시 은평구 진관3로 73-17,서울특별시교육청,서울특별시서부교육지원청,37.64266166,126.9190801
누원고등학교,고등학교,2003-05-06,공립,본교,서울특별시 도봉구 마들로 849,서울특별시교육청,서울특별시북부교육지원청,37.68556896,127.0499327
정관중학교,중학교,2017-03-01,공립,본교,부산광역시 기장군 정관읍 정관로 531,부산광역시교육청,부산광역시해운대교육지원청,35.32390251,129.1729489
서울강일초등학교,초등학교,2009-09-01,공립,본교,서울특별시 강동구 아리수로98길 24,서울특별시교육청,서울특별시강동송파교육지원청,37.56525568,127.1772858
서울양남초등학교,초등학교,1984-05-16,공립,본교,서울특별시 광진구 뚝섬로64길 71,서울특별시교육청,서울특별시성동광진교육지원청,37.53112324,127.0892343
동해광희중학교,중학교,1967-09-25,사립,본교,강원도 동해시 청운로 112,강원도교육청,강원도동해교육지원청,37.48988277,129.1026542
풍양초등학교,초등학교,1928-09-30,공립,본교,전라남도 고흥군 풍양면 죽시장터길 13-6,전라남도교육청,전라남도고흥교육지원청,34.5756492,127.2435938
오성고등학교,고등학교,1953-12-24,사립,본교,대구광역시 수성구 달구벌대로522길 78,대구광역시교육청,대구광역시동부교육지원청,35.85447266,128.6447837
교동초등학교,초등학교,1954-10-20,공립,본교,강원도 춘천시 교동길 29,강원도교육청,강원도춘천교육지원청,37.88111877,127.7373962
창촌중학교,중학교,1952-06-10,공립,본교,강원도 춘천시 남산면 강촌로 136,강원도교육청,강원도춘천교육지원청,37.80668519,127.6350181
구룡중학교,중학교,1989-04-18,공립,본교,서울특별시 강남구 선릉로 103,서울특별시교육청,서울특별시강남서초교육지원청,37.48615258,127.056121
군포대야초등학교,초등학교,2018-05-01,공립,본교,경기도 군포시 대야2로 148,경기도교육청,경기도군포의왕교육지원청,37.32933757,126.915235
길안초등학교길송분교장,초등학교,1934-06-15,공립,분교,경상북도 안동시 길안면 송사시장길 104,경상북도교육청,경상북도안동교육지원청,36.36896815,128.9287611
장기중학교,중학교,1969-10-14,공립,본교,세종특별자치시 장군면 장척로 359,세종특별자치시교육청,세종특별자치시교육청,36.4938836,127.2017261
벽량초등학교,초등학교,1936-06-29,공립,본교,전라북도 김제시 부량면 대평2길 99,전라북도교육청,전라북도김제교육지원청,35.73014148,126.8481832
방포초등학교,초등학교,1971-04-20,공립,본교,충청남도 태안군 안면읍 꽃지해안로 519,충청남도교육청,충청남도태안교육지원청,36.50683663,126.3474688
첨단중학교,중학교,2003-03-03,공립,본교,광주광역시 광산구 첨단내촌로 16,광주광역시교육청,광주광역시서부교육지원청,35.20824768,126.8375972
대전동산초등학교,초등학교,1964-03-10,공립,본교,대전광역시 대덕구 동산초교로63번길 50,대전광역시교육청,대전광역시동부교육지원청,36.35034565,127.4210828
함창초등학교,초등학교,1910-03-05,공립,본교,경상북도 상주시 함창읍 구향3길 38,경상북도교육청,경상북도상주교육지원청,36.57087786,128.1803293
화산중학교,중학교,1970-03-01,사립,본교,전라북도 완주군 화산면 화산로 874,전라북도교육청,전라북도완주교육지원청,36.03526614,127.1981792
경북대학교사범대학부설고등학교,고등학교,1946-10-15,국립,본교,대구광역시 중구 달구벌대로 2178,대구광역시교육청,대구광역시동부교육지원청,35.8625154,128.6006135
호암초등학교,초등학교,1985-03-01,공립,본교,부산광역시 수영구 호암로 57,부산광역시교육청,부산광역시해운대교육지원청,35.15816303,129.1063722
평원중학교,중학교,1993-03-01,공립,본교,강원도 원주시 무실로 222,강원도교육청,강원도원주교육지원청,37.33867015,127.9361119
서울안산초등학교,초등학교,1937-11-30,공립,본교,서울특별시 서대문구 통일로 321,서울특별시교육청,서울특별시서부교육지원청,37.57916901,126.9522097
합덕중학교,중학교,1946-11-11,공립,본교,충청남도 당진시 합덕읍 면천로 1601,충청남도교육청,충청남도당진교육지원청,36.8133825,126.7624107
대야초등학교,초등학교,1946-05-31,공립,본교,경상남도 창원시 진해구 여좌로84번길 7,경상남도교육청,경상남도창원교육지원청,35.15954661,128.6644414
대전갈마초등학교,초등학교,1963-03-21,공립,본교,대전광역시 서구 월평동로 2,대전광역시교육청,대전광역시서부교육지원청,36.35593389,127.3689949
서울서강초등학교,초등학교,1938-06-07,공립,본교,서울특별시 마포구 독막로 113,서울특별시교육청,서울특별시서부교육지원청,37.54869715,126.9268512
장산중학교,중학교,1994-03-02,공립,본교,경상북도 경산시 경산로 112,경상북도교육청,경상북도경산교육지원청,35.81897414,128.7303219
서울북가좌초등학교,초등학교,1969-03-24,공립,본교,서울특별시 서대문구 거북골로19길 20,서울특별시교육청,서울특별시서부교육지원청,37.57722021,126.9077782
나전중학교,중학교,1985-12-26,공립,본교,강원도 정선군 북평면 남평강변로 406,강원도교육청,강원도정선교육지원청,37.44126381,128.6645315
세종도원초등학교,초등학교,2009-03-01,공립,본교,세종특별자치시 연서면 도원로 63,세종특별자치시교육청,세종특별자치시교육청,36.58587778,127.2873598
보성여자고등학교,고등학교,1907-10-10,사립,본교,서울특별시 용산구 신흥로3가길 66,서울특별시교육청,서울특별시중부교육지원청,37.54308154,126.9842996
서울성수초등학교,초등학교,1972-12-01,공립,본교,서울특별시 성동구 아차산로17길 21,서울특별시교육청,서울특별시성동광진교육지원청,37.54433609,127.0631674
서울숭덕초등학교,초등학교,1945-05-14,공립,본교,서울특별시 성북구 정릉로 279,서울특별시교육청,서울특별시성북강북교육지원청,37.6038198,127.013291
효제초등학교,초등학교,1963-02-12,공립,본교,강원도 춘천시 효제길 40,강원도교육청,강원도춘천교육지원청,37.87091642,127.738179
옥길중학교,중학교,2016-08-22,공립,본교,경기 부천시 양지로 234-41,경기도교육청,경기도부천교육지원청,37.4638274,126.8269434
보길초등학교,초등학교,1924-05-01,공립,본교,전라남도 완도군 보길면 부황길 67,전라남도교육청,전라남도완도교육지원청,34.16213528,126.5551306
경안고등학교,고등학교,1995-01-14,사립,본교,경기도 안산시 단원구 당곡로 93,경기도교육청,경기도안산교육지원청,37.32519093,126.8349272
진해용원고등학교,고등학교,2006-03-01,공립,본교,경상남도 창원시 진해구 용재로77번길 8,경상남도교육청,경상남도창원교육지원청,35.10145141,128.8190397
부산서여자고등학교,고등학교,1983-01-20,공립,본교,부산광역시 서구 보수대로 202-6,부산광역시교육청,부산광역시서부교육지원청,35.11340208,129.0213157
마산삼진고등학교,고등학교,1973-03-10,사립,본교,경상남도 창원시 마산합포구 진동면 삼진의거대로 661-13,경상남도교육청,경상남도창원교육지원청,35.11862898,128.4887806
대전송촌고등학교,고등학교,1999-03-05,공립,본교,대전광역시 대덕구 선비마을로23번길 11,대전광역시교육청,대전광역시동부교육지원청,36.36346301,127.4459274
대전봉우중학교,중학교,2000-09-04,공립,본교,대전광역시 서구 관저로 102,대전광역시교육청,대전광역시서부교육지원청,36.2984703,127.3327047
목포연동초등학교,초등학교,1981-03-31,공립,본교,전라남도 목포시 연동로17번길 9,전라남도교육청,전라남도목포교육지원청,34.79682313,126.3949956
서울녹천초등학교,초등학교,1995-10-04,공립,본교,서울특별시 노원구 마들로3길 34,서울특별시교육청,서울특별시북부교육지원청,37.6285066,127.0631172
신남초등학교,초등학교,1934-10-10,공립,본교,강원도 춘천시 칠전서길 37,강원도교육청,강원도춘천교육지원청,37.84209461,127.7117582
도래울초등학교,초등학교,2014-10-01,공립,본교,경기도 고양시 덕양구 도래울3로 5,경기도교육청,경기도고양교육지원청,37.63173858,126.8705791
경신고등학교,고등학교,1885-05-09,사립,본교,서울특별시 종로구 혜화로 74,서울특별시교육청,서울특별시중부교육지원청,37.59222582,126.999531
노일중학교,중학교,1995-05-04,공립,본교,서울특별시 노원구 동일로231길 24,서울특별시교육청,서울특별시북부교육지원청,37.67260103,127.0535508
온양초등학교,초등학교,1922-09-10,공립,본교,울산광역시 울주군 온양읍 남창1길 32,울산광역시교육청,울산광역시강남교육지원청,35.41785401,129.2800889
산외초등학교,초등학교,1925-06-01,공립,본교,전라북도 정읍시 산외면 운전2길 7,전라북도교육청,전라북도정읍교육지원청,35.62040891,127.0404365
한벌초등학교,초등학교,1946-09-01,공립,본교,충청북도 청주시 서원구 흥덕로 16,충청북도교육청,충청북도청주교육지원청,36.63706729,127.4747302
인천석암초등학교,초등학교,1968-12-24,공립,본교,인천광역시 미추홀구 주안동로 46,인천광역시교육청,인천광역시남부교육지원청,37.46235,126.6867275
전주예술고등학교,고등학교,1992-06-10,사립,본교,전라북도 완주군 구이면 신전길 120,전라북도교육청,전라북도완주교육지원청,35.72023332,127.1087873
응곡중학교,중학교,2008-03-01,공립,본교,경기도 시흥시 장곡로54번길 14,경기도교육청,경기도시흥교육지원청,37.38077945,126.7832803
서울문창초등학교,초등학교,1946-04-06,공립,본교,서울특별시 동작구 신대방2길 14,서울특별시교육청,서울특별시동작관악교육지원청,37.48898483,126.9148407
광주수피아여자고등학교,고등학교,1908-04-01,사립,본교,광주광역시 남구 백서로 13,광주광역시교육청,광주광역시서부교육지원청,35.13719317,126.911614
종촌초등학교,초등학교,2015-03-01,공립,본교,세종특별자치시 도움1로 160,세종특별자치시교육청,세종특별자치시교육청,36.50303584,127.2419004
성안중학교,중학교,1999-10-20,공립,본교,경기도 안산시 상록구 석호로 81,경기도교육청,경기도안산교육지원청,37.30403122,126.8481679
과천고등학교,고등학교,1984-11-27,공립,본교,경기도 과천시 꿈보람길 26,경기도교육청,경기도안양과천교육지원청,37.43085587,126.9970303
안동여자중학교,중학교,1942-05-01,공립,본교,경상북도 안동시 법상윗3길 30-42,경상북도교육청,경상북도안동교육지원청,36.57298365,128.7275002
여수부영초등학교,초등학교,1996-05-29,공립,본교,전라남도 여수시 대치3길 27,전라남도교육청,전라남도여수교육지원청,34.74592027,127.7008722
안산성호중학교,중학교,2006-03-01,공립,본교,경기도 안산시 상록구 구룡서길 21-11,경기도교육청,경기도안산교육지원청,37.31415903,126.8681669
서울한산초등학교,초등학교,1990-05-01,공립,본교,서울특별시 강동구 풍성로 261,서울특별시교육청,서울특별시강동송파교육지원청,37.52869458,127.1410769
명지초등학교,초등학교,1967-03-15,사립,본교,서울특별시 서대문구 명지2길 32-20,서울특별시교육청,서울특별시서부교육지원청,37.58362994,126.9282315
제주북초등학교,초등학교,1907-05-19,공립,본교,제주특별자치도 제주시 중앙로8길 18,제주특별자치도교육청,제주특별자치도제주시교육지원청,33.51499283,126.5213837
서울북성초등학교,초등학교,1941-11-01,공립,본교,서울특별시 서대문구 북아현로1나길 22,서울특별시교육청,서울특별시서부교육지원청,37.55963212,126.9518349
조암중학교,중학교,2016-11-11,공립,본교,대구광역시 달서구 조암로 59,대구광역시교육청,대구광역시남부교육지원청,35.8232027,128.5240795
경원중학교,중학교,1978-01-30,공립,본교,경상남도 창원시 성산구 두대로 195,경상남도교육청,경상남도창원교육지원청,35.22548083,128.6632959
안심중학교,중학교,1969-11-07,공립,본교,대구광역시 동구 안심로 237,대구광역시교육청,대구광역시동부교육지원청,35.86674984,128.7092322
순천삼산초등학교,초등학교,1985-02-05,공립,본교,전라남도 순천시 삼산초등길 39,전라남도교육청,전라남도순천교육지원청,34.96665916,127.4882643
풍천초등학교,초등학교,1946-12-03,공립,본교,제주특별자치도 서귀포시 성산읍 풍천로 18,제주특별자치도교육청,제주특별자치도서귀포시교육지원청,33.34927869,126.8501638
남양주샛별초등학교,초등학교,2015-05-01,공립,본교,경기도 남양주시 송산로307번길 50,경기도교육청,경기도구리남양주교육지원청,37.6660518,127.1293296
예일초등학교,초등학교,1965-09-26,사립,본교,서울특별시 은평구 연서로 117,서울특별시교육청,서울특별시서부교육지원청,37.6109459,126.9147928
서울대청초등학교,초등학교,1993-02-27,공립,본교,서울특별시 강남구 양재대로55길 28,서울특별시교육청,서울특별시강남서초교육지원청,37.4931481,127.0877673
안의고등학교,고등학교,1951-10-01,공립,본교,경상남도 함양군 안의면 안의배움길 30,경상남도교육청,경상남도함양교육지원청,35.63108414,127.8198627
동의공업고등학교,고등학교,1966-11-17,사립,본교,부산광역시 부산진구 양지로 50,부산광역시교육청,부산광역시남부교육지원청,35.16600974,129.0717385
면목중학교,중학교,1981-05-04,공립,본교,서울특별시 중랑구 용마산로70길 37,서울특별시교육청,서울특별시동부교육지원청,37.58321586,127.0963033
문성중학교,중학교,1985-03-04,사립,본교,광주광역시 남구 제석로 73,광주광역시교육청,광주광역시서부교육지원청,35.12045939,126.9049884
매향여자정보고등학교,고등학교,1902-06-03,사립,본교,경기도 수원시 팔달구 수원천로 350,경기도교육청,경기도수원교육지원청,37.28457355,127.0186217
원일초등학교,초등학교,1999-11-24,공립,본교,경기도 수원시 영통구 중부대로448번길 84,경기도교육청,경기도수원교육지원청,37.26779736,127.0602571
서울행현초등학교,초등학교,2005-09-01,공립,본교,서울특별시 성동구 행당로 95,서울특별시교육청,서울특별시성동광진교육지원청,37.55770899,127.029368
문산수억중학교,중학교,1969-03-02,사립,본교,경기도 파주시 파주읍 우계로 357,경기도교육청,경기도파주교육지원청,37.85202703,126.8025649
웅천중학교,중학교,2021-05-01,공립,본교,경상남도 창원시 진해구 웅천동로 55,경상남도교육청,경상남도창원교육지원청,35.11051483,128.7542598
선린인터넷고등학교,고등학교,1899-06-24,공립,본교,서울특별시 용산구 원효로97길 33-4,서울특별시교육청,서울특별시중부교육지원청,37.54278138,126.9660387
봉서중학교,중학교,2010-03-01,공립,본교,전라북도 완주군 봉동읍 둔산3로 131,전라북도교육청,전라북도완주교육지원청,35.96601954,127.1252764
부귀초등학교,초등학교,1928-05-08,공립,본교,전라북도 진안군 부귀면 부귀로 313-9,전라북도교육청,전라북도진안교육지원청,35.83740299,127.3608077
부산강서고등학교,고등학교,1979-11-21,공립,본교,부산광역시 강서구 공항로1309번길 96-7,부산광역시교육청,부산광역시북부교육지원청,35.21642661,128.9824742
인창중학교,중학교,1953-10-10,사립,본교,서울특별시 서대문구 경기대로 65,서울특별시교육청,서울특별시서부교육지원청,37.56488513,126.9640232
광남고등학교,고등학교,1986-05-13,공립,본교,서울특별시 광진구 아차산로70길 17-16,서울특별시교육청,서울특별시성동광진교육지원청,37.54151472,127.1012139
만경중학교,중학교,1950-09-29,사립,본교,전라북도 김제시 만경읍 능제로 29,전라북도교육청,전라북도김제교육지원청,35.84855174,126.8172224
연동초등학교,초등학교,1925-05-18,공립,본교,세종특별자치시 연동면 청연로 606-36,세종특별자치시교육청,세종특별자치시교육청,36.55959264,127.3259496
현대중학교,중학교,1977-12-16,사립,본교,울산광역시 동구 봉수로 453,울산광역시교육청,울산광역시강북교육지원청,35.52408034,129.423179
완도여자중학교,중학교,1971-03-09,공립,본교,전라남도 완도군 완도읍 노두목길 20,전라남도교육청,전라남도완도교육지원청,34.31294047,126.7420957
동성고등학교,고등학교,1938-12-08,사립,본교,서울특별시 종로구 대학로 156,서울특별시교육청,서울특별시중부교육지원청,37.58496996,127.0030619
봉오초등학교,초등학교,1967-03-01,공립,본교,강원도 화천군 상서면 봉오새싹길 31,강원도교육청,강원도화천교육지원청,38.18838671,127.5999833
청솔초등학교,초등학교,1994-02-28,공립,본교,경기도 성남시 분당구 금곡로 243,경기도교육청,경기도성남교육지원청,37.35465808,127.1141001
순천강남여자고등학교,고등학교,1983-04-22,사립,본교,전라남도 순천시 조례1길 43,전라남도교육청,전라남도순천교육지원청,34.96313964,127.5242459
이원초등학교관동분교장,초등학교,1962-12-31,공립,분교,충청남도 태안군 이원면 원이로 1956,충청남도교육청,충청남도태안교육지원청,36.9011281,126.2992329
당수초등학교,초등학교,1969-03-03,공립,본교,경기도 수원시 권선구 당진로 6,경기도교육청,경기도수원교육지원청,37.28969083,126.9415403
옥산초등학교,초등학교,2002-05-06,공립,본교,울산광역시 남구 옥현로60번길 7,울산광역시교육청,울산광역시강남교육지원청,35.54188449,129.2627942
