학교명,학교급구분,설립일자,설립형태,본교분교구분,소재지도로명주소,시도교육청명,교육지원청명,위도,경도
동진여자중학교,중학교,1985-12-19,공립,본교,경상남도 창원시 진해구 진해대로982번길 26,경상남도교육청,경상남도창원교육지원청,35.14258248,128.7039422
와룡중학교,중학교,1994-04-21,공립,본교,대구광역시 달서구 선원남로 23,대구광역시교육청,대구광역시남부교육지원청,35.85830017,128.5020267
미사고등학교,고등학교,2015-05-06,공립,본교,경기도 하남시 미사강변한강로 210,경기도교육청,경기도광주하남교육지원청,37.57050336,127.1933009
범서초등학교,초등학교,1927-06-05,공립,본교,울산광역시 울주군 범서읍 천상1길 7,울산광역시교육청,울산광역시강남교육지원청,35.56462175,129.2307174
삼계초등학교,초등학교,1958-07-01,공립,본교,경상남도 김해시 가야로38번길 30,경상남도교육청,경상남도김해교육지원청,35.267561,128.8638478
오천고등학교,고등학교,1983-11-21,사립,본교,경상북도 포항시 남구 오천읍 해병로 293,경상북도교육청,경상북도포항교육지원청,35.96902488,129.4127932
숭실고등학교,고등학교,1897-10-10,사립,본교,서울특별시 은평구 은평터널로7길 6,서울특별시교육청,서울특별시서부교육지원청,37.59327482,126.9024039
은척초등학교,초등학교,1927-08-24,공립,본교,경상북도 상주시 은척면 봉중2길 10,경상북도교육청,경상북도상주교육지원청,36.53191343,128.0709192
성남수정초등학교,초등학교,1969-11-03,공립,본교,경기도 성남시 수정구 제일로123번길 9,경기도교육청,경기도성남교육지원청,37.43621121,127.1327837
서산중앙고등학교,고등학교,1943-04-20,공립,본교,충청남도 서산시 벌말1길 23,충청남도교육청,충청남도서산교육지원청,36.77887182,126.471964
부산초등학교,초등학교,1929-10-04,공립,본교,전라남도 장흥군 부산면 부유로 25-16,전라남도교육청,전라남도장흥교육지원청,34.72291091,126.9012723
계룡초등학교,초등학교,1919-03-12,공립,본교,충청남도 공주시 계룡면 영규대사로 459,충청남도교육청,충청남도공주교육지원청,36.35800965,127.1417953
숙지초등학교,초등학교,1997-04-22,공립,본교,경기도 수원시 팔달구 덕영대로735번길 23-1,경기도교육청,경기도수원교육지원청,37.28323146,126.9917106
대전가오중학교,중학교,1985-03-05,공립,본교,대전광역시 동구 은어송로 79,대전광역시교육청,대전광역시동부교육지원청,36.30867355,127.457144
일신여자상업고등학교,고등학교,1958-04-06,사립,본교,서울특별시 송파구 송파대로38길 8,서울특별시교육청,서울특별시강동송파교육지원청,37.50179413,127.1142413
산양초등학교곤리분교장,초등학교,1947-09-01,공립,분교,경상남도 통영시 산양읍 곤리길 96,경상남도교육청,경상남도통영교육지원청,34.78305115,128.3675567
웅남중학교,중학교,1994-03-01,공립,본교,경상남도 창원시 성산구 단정로98번길 8,경상남도교육청,경상남도창원교육지원청,35.21622905,128.6889637
매괴여자중학교,중학교,1966-03-11,사립,본교,충청북도 음성군 감곡면 매괴길 10,충청북도교육청,충청북도음성교육지원청,37.12067594,127.6406558
광무여자중학교,중학교,1974-12-21,공립,본교,부산광역시 부산진구 백양관문로 31,부산광역시교육청,부산광역시남부교육지원청,35.16205208,129.0297927
서울숭미초등학교,초등학교,1983-11-03,공립,본교,서울특별시 도봉구 노해로 179,서울특별시교육청,서울특별시북부교육지원청,37.65102344,127.0279443
자양고등학교,고등학교,1984-05-15,공립,본교,서울특별시 광진구 뚝섬로37길 28,서울특별시교육청,서울특별시성동광진교육지원청,37.53607797,127.0733395
초전초등학교봉소분교장,초등학교,1940-06-10,공립,분교,경상북도 성주군 초전면 용소길 60,경상북도교육청,경상북도성주교육지원청,36.02527251,128.2634777
내북초등학교,초등학교,1933-04-01,공립,본교,충청북도 보은군 내북면 화전길 20,충청북도교육청,충청북도보은교육지원청,36.57607599,127.6521285
성광여자고등학교,고등학교,1986-10-20,사립,본교,울산광역시 남구 남부순환도로 97,울산광역시교육청,울산광역시강남교육지원청,35.54314574,129.2658489
집현중학교,중학교,2022-05-01,공립,본교,세종특별자치시 집현서로 42,세종특별자치시교육청,세종특별자치시교육청,36.49088424,127.3224218
금일초등학교,초등학교,1924-04-01,공립,본교,전라남도 완도군 금일읍 구동2길 38,전라남도교육청,전라남도완도교육지원청,34.3554143,127.033303
덕동초등학교,초등학교,1995-03-01,공립,본교,경기도 평택시 매봉산1길 5,경기도교육청,경기도평택교육지원청,36.99763117,127.1072893
서울도림초등학교,초등학교,1956-03-24,공립,본교,서울특별시 영등포구 가마산로65길 22,서울특별시교육청,서울특별시남부교육지원청,37.50750302,126.9072907
인천부흥고등학교,고등학교,2005-10-04,공립,본교,인천광역시 부평구 수변로57번길 61,인천광역시교육청,인천광역시북부교육지원청,37.49121895,126.7366563
인천십정초등학교,초등학교,1984-03-01,공립,본교,인천광역시 부평구 배곶북로 10-6,인천광역시교육청,인천광역시북부교육지원청,37.4742768,126.6982451
서종중학교,중학교,1971-01-25,사립,본교,경기도 양평군 서종면 북한강로 854,경기도교육청,경기도양평교육지원청,37.61360872,127.3507988
봉곡중학교,중학교,2001-08-09,공립,본교,경상북도 구미시 봉곡서로11안길 9-8,경상북도교육청,경상북도구미교육지원청,36.15883003,128.3045998
안산중앙초등학교,초등학교,1986-03-01,공립,본교,경기도 안산시 단원구 예술대학로 50,경기도교육청,경기도안산교육지원청,37.32172574,126.8373946
서울수유초등학교,초등학교,1967-03-09,공립,본교,서울특별시 강북구 삼양로74길 39,서울특별시교육청,서울특별시성북강북교육지원청,37.63124966,127.0202924
부산관광고등학교,고등학교,1966-11-26,사립,본교,부산광역시 서구 천마로 52,부산광역시교육청,부산광역시서부교육지원청,35.08250055,129.0222269
입면초등학교,초등학교,1926-06-01,공립,본교,전라남도 곡성군 입면 송전로 27,전라남도교육청,전라남도곡성교육지원청,35.30660498,127.1852577
남부민초등학교,초등학교,1932-09-01,공립,본교,부산광역시 서구 천마로 153,부산광역시교육청,부산광역시서부교육지원청,35.08941857,129.0233325
해강초등학교,초등학교,1995-09-01,공립,본교,부산광역시 해운대구 해운대해변로 73,부산광역시교육청,부산광역시해운대교육지원청,35.16215501,129.1417212
목포혜인여자중학교,중학교,1965-12-07,사립,본교,전라남도 목포시 죽선로 39-2,전라남도교육청,전라남도목포교육지원청,34.79998068,126.372628
신남중학교,중학교,1984-05-06,공립,본교,서울특별시 양천구 중앙로29길 109,서울특별시교육청,서울특별시강서양천교육지원청,37.52077389,126.8478926
쌍봉초등학교,초등학교,1941-04-27,공립,본교,충청북도 음성군 금왕읍 금일로371번길 58-17,충청북도교육청,충청북도음성교육지원청,37.00331437,127.5419176
동해초등학교,초등학교,1989-10-02,공립,본교,강원도 동해시 봉오주택길 22,강원도교육청,강원도동해교육지원청,37.51222384,129.1198
망포중학교,중학교,2003-03-01,공립,본교,경기도 수원시 영통구 태장로82번길 15,경기도교육청,경기도수원교육지원청,37.23823478,127.0559614
중앙초등학교,초등학교,1969-03-26,공립,본교,강원도 원주시 남산로 181,강원도교육청,강원도원주교육지원청,37.35278161,127.9390857
수곡중학교,중학교,1996-03-01,공립,본교,충청북도 청주시 서원구 수곡로 15,충청북도교육청,충청북도청주교육지원청,36.61430614,127.4741591
신영초등학교,초등학교,1997-12-01,공립,본교,경기도 수원시 영통구 영통로 266,경기도교육청,경기도수원교육지원청,37.25015801,127.0602538
반여고등학교,고등학교,2003-12-16,공립,본교,부산광역시 해운대구 반여로 136,부산광역시교육청,부산광역시해운대교육지원청,35.20295915,129.1265612
태원고등학교,고등학교,1987-03-05,사립,본교,경기도 성남시 분당구 성남대로 822,경기도교육청,경기도성남교육지원청,37.40391632,127.1290213
일월초등학교,초등학교,2000-05-04,공립,본교,경기도 수원시 권선구 일월천로16번길 27,경기도교육청,경기도수원교육지원청,37.28421904,126.9743928
남양고등학교,고등학교,1954-04-09,공립,본교,경기도 화성시 남양읍 시청로45번길 23,경기도교육청,경기도화성오산교육지원청,37.2079709,126.8234064
곡반초등학교,초등학교,2001-01-05,공립,본교,경기도 수원시 권선구 덕영대로1323번길 26-14,경기도교육청,경기도수원교육지원청,37.24680875,127.0362137
한밭중학교,중학교,1951-09-24,공립,본교,대전광역시 동구 태전로 67,대전광역시교육청,대전광역시동부교육지원청,36.33490751,127.4266301
대덕초등학교,초등학교,1924-10-07,공립,본교,전라남도 장흥군 대덕읍 대대로 947,전라남도교육청,전라남도장흥교육지원청,34.50028653,126.8891773
인천석남서초등학교,초등학교,1984-03-02,공립,본교,인천광역시 서구 건지로249번길 6,인천광역시교육청,인천광역시서부교육지원청,37.50014147,126.6703935
목포이로초등학교,초등학교,1923-09-01,공립,본교,전라남도 목포시 이로로9번길 3,전라남도교육청,전라남도목포교육지원청,34.80511875,126.4068368
서울원명초등학교,초등학교,1990-05-04,공립,본교,서울특별시 서초구 고무래로 90-6,서울특별시교육청,서울특별시강남서초교육지원청,37.50079587,127.0167076
오치초등학교,초등학교,1993-03-15,공립,본교,광주광역시 북구 설죽로 290,광주광역시교육청,광주광역시동부교육지원청,35.18573678,126.89928
약사중학교,중학교,1979-03-05,공립,본교,울산광역시 중구 평산4길 10,울산광역시교육청,울산광역시강북교육지원청,35.57095263,129.3390424
영인중학교,중학교,1951-12-04,공립,본교,충청남도 아산시 영인면 아산온천로3번길 17,충청남도교육청,충청남도아산교육지원청,36.85439358,126.9614626
진위초등학교,초등학교,1900-04-07,공립,본교,경기도 평택시 진위면 봉남길 49,경기도교육청,경기도평택교육지원청,37.10066411,127.0899589
중리초등학교,초등학교,1940-04-30,공립,본교,경상남도 창원시 마산회원구 내서읍 호계안길 22,경상남도교육청,경상남도창원교육지원청,35.25598878,128.5200668
효청보건고등학교,고등학교,1978-11-08,사립,본교,경상북도 경주시 외동읍 모화남1길 26-132,경상북도교육청,경상북도경주교육지원청,35.67205616,129.3408545
서울은평초등학교,초등학교,1931-04-01,공립,본교,서울특별시 은평구 은평로 239,서울특별시교육청,서울특별시서부교육지원청,37.60230404,126.9340336
